"區域","區課","店名","店號","地址","電話","lon","lat"
"北一區","士林課","新士林","957883","台北市士林區大東路82號","02-28833583",121.5257728,25.090862
"北一區","士林課","福榮","961583","台北市士林區中正路220.222號","02-28330676",121.5260786,25.0955186
"北一區","士林課","福鑫","958026","台北市士林區中正路324號","02-28356026",121.522541,25.094652
"北一區","士林課","社鑽","932699","台北市士林區中正路637號","02-28128751",121.5082505,25.0862038
"北一區","士林課","至善天下","960513","台北市士林區至善路2段264號","02-28830232",121.550925,25.100437
"北一區","士林課","葫東","890357","台北市士林區延平北路5段222號","02-28127526",121.5100318,25.0840685
"北一區","士林課","福陽","900728","台北市士林區延平北路5段259號","02-88115404",121.5096319,25.0849827
"北一區","士林課","福氣","117737","台北市士林區延平北路6段148號","02-28163647",121.5070467,25.0896083
"北一區","士林課","集鑫","118958","台北市士林區延平北路6段202號","02-28163245 ",121.505126,25.089588
"北一區","士林課","聚鑫","997571","台北市士林區延平北路6段350號","02-88111492",121.5012174,25.0907026
"北一區","士林課","洲美","971753","台北市士林區延平北路6段505號","02-28162633",121.4980671,25.0932589
"北一區","士林課","新承德","976910","台北市士林區承德路4段30號","02-28857157",121.522042,25.080383
"北一區","士林課","福志","890900","台北市士林區雨農路25號","02-88663358",121.5322514,25.098457
"北一區","士林課","新福慶","966278","台北市士林區基河路1號(部份)","02-28813445 ",121.5250019,25.086308
"北一區","士林課","華齡","912008","台北市士林區華齡街20號","02-28820385",121.5195038,25.0831381
"北一區","士林課","新福林","944119","台北市士林區福林路191號","02-28310527",121.5326698,25.0968862
"北一區","士林課","新劍潭","937649","台北市士林區福港街246號","02-28882016",121.5174907,25.0843468
"北一區","士林課","福順","992370","台北市士林區福順里重慶北路4段149.151號","02-28166747",121.5118104,25.0832277
"北一區","士林課","鑫太原","971672","台北市大同區太原路40號","02-25591974",121.5151205,25.0504208
"北一區","士林課","雙連","117058","台北市大同區民生西路176號","02-25558245",121.517516,25.057186
"北一區","士林課","鑫寧","980746","台北市大同區民生西路214.216號","02-25508002",121.5149958,25.0568694
"北一區","士林課","權鑫","982661","台北市大同區民權西路157-1號","02-25995942",121.5162926,25.0631603
"北一區","士林課","延華","976345","台北市大同區延平北路1段78.80號","02-25598696",121.511789,25.0518299
"北一區","士林課","延埕","956950","台北市大同區延平北路2段159.161號","02-25520267 ",121.511607,25.0582949
"北一區","士林課","延年","922371","台北市大同區延平北路3段61-5號","02-25978111",121.5111366,25.0658737
"北一區","士林課","德倫","992336","台北市大同區承德路3段240號","02-25875361",121.518552,25.072542
"北一區","士林課","昌吉","993742","台北市大同區承德路3段60號","02-25927056",121.5181022,25.0653296
"北一區","士林課","圓慶","977290","台北市大同區南京西路127號","02-25567571",121.5145702,25.0542783
"北一區","士林課","稻埕","865133","台北市大同區南京西路436號","02-25525790",121.508791,25.053291
"北一區","士林課","新慶陽","966474","台北市大同區重慶北路2段60號","02-25565584",121.5138,25.055701
"北一區","士林課","慶吉","976909","台北市大同區重慶北路3段53-1號","02-25974651",121.5139162,25.0658144
"北一區","士林課","蓬萊","#N/A","台北市大同區寧夏路131-1號","02-25539665",121.5144766,25.0607773
"北一區","大安課","中廣","976758","台北市大安區仁愛路3段25-27號","02-27526751",121.534332,25.038601
"北一區","大安課","敦安","916712","台北市大安區安和路1段86號","02-27081857",121.5523932,25.034707
"北一區","大安課","臨江","963316","台北市大安區安和路2段67號","02-27844961",121.5525982,25.0305826
"北一區","大安課","和泰","944795","台北市大安區和平東路1段169號","02-23915933",121.5317508,25.0265332
"北一區","大安課","禾光","975973","台北市大安區和平東路2段63號","02-27027770",121.538629,25.0257462
"北一區","大安課","金信","127837","台北市大安區金山南路2段18號","02-23215183",121.526935,25.033194
"北一區","大安課","金華","955289","台北市大安區金華街140-1號","02-23945455",121.528431,25.029814
"北一區","大安課","信中","959155","台北市大安區信義路3段101號","02-27033810",121.5387204,25.0336831
"北一區","大安課","安信","110334","台北市大安區信義路4段74號","02-27050827",121.5464175,25.0330759
"北一區","大安課","建南","895020","台北市大安區建國南路2段151巷6之8號","02-27549832",121.5384152,25.028706
"北一區","大安課","合旺","117380","台北市大安區復興南路2段151巷41號","02-27026159",121.5454127,25.0284119
"北一區","大安課","喜悅","991403","台北市大安區復興南路2段82-1及82-2號","(02)27067601",121.5427093,25.0261583
"北一區","大安課","敦信","833309","台北市大安區敦化南路1段329巷17號","02-27045758",121.5501355,25.0342175
"北一區","大安課","樂利","113757","台北市大安區樂利路74號1樓","02-27375053",121.5518858,25.0257856
"北一區","大安課","鑫泉州","976046","台北市中正區汀州路1段285號","02-23054054",121.5137938,25.0263615
"北一區","大安課","丹陽","989190","台北市中正區杭州南路1段83號","02-23516914",121.5255205,25.0390561
"北一區","大安課","鑫杭","972321","台北市中正區杭州南路21號","(02)23579224 ",121.5209266,25.0279164
"北一區","大安課","中航","883267","台北市中正區林森南路12號","(02)23278931",121.5225589,25.0425552
"北一區","大安課","台大","975788","台北市中正區林森南路53,55號","(02)23928922",121.5221779,25.0401708
"北一區","大安課","新紹南","952040","台北市中正區信義路1段13-1號","(02)23219916",121.5227125,25.0364924
"北一區","大安課","新雲","985280","台北市中正區連雲街81號","(02)23939186",121.5301464,25.0344329
"北一區","大安課","牯嶺","954828","台北市中正區廈門街113巷17號","(02)23645865",121.5190902,25.0234363
"北一區","大安課","羅亭","921965","台北市中正區羅斯福路2段68號","(02)23929446",121.5219401,25.0273496
"北一區","中山課","鑫東一","971867","台北市中山區一江街11.13號","02-25815255 ",121.531581,25.0511675
"北一區","中山課","東崙","886059","台北市中山區八德路2段282號","02-27754769",121.541665,25.0469233
"北一區","中山課","長中","865432","台北市中山區中山北路2段40-1號","02-25676232",121.522468,25.054554
"北一區","中山課","麥田","925026","台北市中山區中山北路3段47號","02-25854392",121.5225067,25.0652878
"北一區","中山課","勝權","956271","台北市中山區民權東路2段26號","02-21001511",121.5288989,25.0623645
"北一區","中山課","大吉","985305","台北市中山區吉林路101號","02-25114007",121.5302631,25.0561173
"北一區","中山課","林森","874230","台北市中山區林森北路500號","02-25111563",121.525469,25.0617466
"北一區","中山課","國學","998987","台北市中山區長春路182號","02-25068651",121.5341784,25.0547121
"北一區","中山課","威克","991584","台北市中山區南京東路3段208號","02-87738717",121.543218,25.0516723
"北一區","中山課","復北","874632","台北市中山區復興北路164號","02-87184351",121.543845,25.053477
"北一區","中山課","農安","833468","台北市中山區農安街28-2號","02-25954401",121.5264024,25.0648078
"北一區","中山課","鑫錦州","971683","台北市中山區錦州街263號","02-25122462",121.5349465,25.0603801
"北一區","中山課","榮星","958152","台北市中山區龍江路322號","02-25094506",121.5408418,25.0648099
"北一區","中正課","華慶","961549","台北市中正區中華路1段59之16號","02-23886735",121.508388,25.041483
"北一區","中正課","萬光","117645","台北市中正區中華路2段157號","02-23021224",121.5042617,25.0311561
"北一區","中正課","萬翔","900474","台北市中正區公園路13號","02-23757275",121.517414,25.0455
"北一區","中正課","警廣","992842","台北市中正區延平南路159號","(02)23717603",121.5077091,25.0352997
"北一區","中正課","新愛國","970613","台北市中正區延平南路177號","(02)23710027",121.5076071,25.0344879
"北一區","中正課","鑫台北","967204","台北市中正區忠孝西路1段33號","(02)23312768",121.5187553,25.0460657
"北一區","中正課","捷戰","960339","台北市中正區忠孝西路1段50-1號(捷運商店街)","02-23826275",121.515575,25.0464951
"北一區","中正課","鑫大孝","996110","台北市中正區重慶南路1段1-1號","(02)23719010 ",121.5654268,25.0329636
"北一區","中正課","大永博","981048","台北市中正區博愛路97號","(02)23826912",121.511644,25.043067
"北一區","中正課","教育大","972354","台北市中正區愛國西路1號","(02)23123272 ",121.5142953,25.0356043
"北一區","中正課","新格蘭","119582","台北市中正區衡陽路27號","(02)23705929",121.512841,25.0424069
"北一區","中正課","鑫衡陽","982111","台北市中正區衡陽路7號","(02)23316456",121.513862,25.0424189
"北一區","中正課","鑫華福","982524","台北市中正區懷寧街30.32號","(02)23707435",121.514099,25.0454089
"北一區","中正課","青園","111566","台北市青年路12號","02-23012464",121.505953,25.0260369
"北一區","中正課","南機場","999544","台北市萬華區中華路2段366號","(02)23370695",121.5048317,25.0290406
"北一區","中正課","成都","900278","台北市萬華區成都路94號","(02)23880442",121.50442,25.043055
"北一區","中正課","宏旭","116424","台北市萬華區西園路1段246號","(02)23024215",121.4985949,25.0344589
"北一區","中正課","園舺","999658","台北市萬華區西園路2段140巷52號","(02)23086420",121.4949233,25.031528
"北一區","中正課","昆寧","975858","台北市萬華區西寧南路50巷3.5號","(02)23709656",121.507688,25.0483919
"北一區","中正課","新寧南","960340","台北市萬華區西寧南路80號","(02)23708471",121.50584,25.042485
"北一區","中正課","漢寧","119146","台北市萬華區西寧南路85號","(02)23899050",121.506847,25.0455789
"北一區","中正課","漢陽","121013","台北市萬華區昆明街173號","(02)23110800",121.5043309,25.0398411
"北一區","中正課","廣明","946399","台北市萬華區昆明街304號","(02)23024911",121.503429,25.036475
"北一區","中正課","萬長","976297","台北市萬華區東園街172.174號","(02)23377511",121.4979729,25.0224418
"北一區","中正課","鑫樂昇","971258","台北市萬華區武昌街2段114-3號","(02)23754357 ",121.5047256,25.0450912
"北一區","中正課","新起","975146","台北市萬華區長沙街2段104號","(02)23715518",121.504405,25.040333
"北一區","中正課","鑫青天","985637","台北市萬華區青年路144號","(02)23378341",121.502404,25.0215849
"北一區","中正課","新峨嵋","957827","台北市萬華區峨嵋街111-2號","(02)23704539",121.4970294,25.0262857
"北一區","中正課","桂明","922522","台北市萬華區桂林路55號","(02)23892844",121.5029946,25.0382956
"北一區","中正課","國興","118062","台北市萬華區國興路104號","(02)23019503",121.5053269,25.0274756
"北一區","中正課","萬和","855262","台北市萬華區萬大路184號","(02)23055379",121.5003954,25.0278906
"北一區","中正課","萬東","962287","台北市萬華區萬大路486巷59弄1號","(02)23376028",121.4958985,25.0204597
"北一區","中正課","大華","874805","台北市萬華區萬大路495~497號1樓","02-23390762",121.49779,25.0199609
"北一區","中正課","克難","999832","台北市萬華區萬青街168號","(02)23379081",121.501522,25.0235129
"北一區","中正課","漢中","992130","台北市萬華區漢中街185.187號","(02)23120633",121.506842,25.041138
"北一區","中正課","捷盟","790813","台北市萬華區漢中街51號","(02)23895672",121.5074479,25.044047
"北一區","中正課","龍廣","962553","台北市萬華區廣州街148號","02-23362548",121.5005957,25.0365808
"北一區","中正課","華江","863388","台北市萬華區環河南路2段200號","(02)23088154",121.4930782,25.0340846
"北一區","中正課","雙環","846604","台北市萬華區環河南路2段207號","(02)23361021",121.4915865,25.032063
"北一區","中正課","鑫武昌","996372","台北市萬華區寶興街186號","02-23314737",121.495313,25.023676
"北一區","內湖課","大運","961701","台北市中山區大直街11號","02-85097685",121.546522,25.0807769
"北一區","內湖課","欣旺","929006","台北市中山區北安路604.606號","02-25321290",121.548997,25.081951
"北一區","內湖課","新大直","960465","台北市中山區北安路621巷48號","02-25329890",121.546432,25.082837
"北一區","內湖課","美麗華","952095","台北市中山區北安路839-1號","02-85093170",121.557303,25.084665
"北一區","內湖課","長鴻","991850","台北市內湖區大湖山莊219巷6號8號","02-87910970",121.59941,25.088348
"北一區","內湖課","悅來","942342","台北市內湖區五分街1號樓","02-26322173",121.614309,25.0674428
"北一區","內湖課","克里斯","904155","台北市內湖區五分街41號1樓","02-26333822",121.6137037,25.067569
"北一區","內湖課","西武","120331","台北市內湖區內湖路1段285巷65弄3.5號","02-26279171",121.566988,25.0845051
"北一區","內湖課","西湖","962391","台北市內湖區內湖路1段321號","02-27988882",121.5679068,25.0823232
"北一區","內湖課","福湖","127505","台北市內湖區內湖路1段411巷19弄1號","02-26274816",121.5713438,25.0825038
"北一區","內湖課","港鑫","960638","台北市內湖區內湖路1段737巷35號","02-26270994",121.5787341,25.0797449
"北一區","內湖課","馨瑩","913621","台北市內湖區內湖路1段91巷2號","02-26574995",121.5613881,25.0847019
"北一區","內湖課","德成","864325","台北市內湖區內湖路2段366號","02-27954608",121.5908735,25.0823812
"北一區","內湖課","金聯發","911359","台北市內湖區內湖路3段141巷7號","02-87922259",121.5892423,25.0863297
"北一區","內湖課","碧綠","926177","台北市內湖區內湖路3段60巷1弄2-1號","02-27963176",121.5922618,25.0862172
"北一區","內湖課","鑫文德","119261","台北市內湖區文德路99號","02-87977622 ",121.5829908,25.0785641
"北一區","內湖課","欣福","844354","台北市內湖區民權東路6段120巷7弄8號","02-27916033",121.5876716,25.0677076
"北一區","內湖課","康葫","112488","台北市內湖區民權東路六段296巷3號","02-26317093",121.6056009,25.0724217
"北一區","內湖課","德福","900636","台北市內湖區成功路4段30巷27.29.31號","02-27943371",121.5917318,25.0822637
"北一區","內湖課","瑞江","959133","台北市內湖區江南街71巷16弄76號","02-26587055",121.5790697,25.0762963
"北一區","內湖課","鑫輝煌","981808","台北市內湖區東湖路49巷2號","02-26311820 ",121.6123271,25.0686938
"北一區","內湖課","金碧","117324","台北市內湖區金龍路224號","02-27911337",121.5867289,25.0883018
"北一區","內湖課","金德","962416","台北市內湖區金龍路5號","02-87923496",121.5950407,25.0844527
"北一區","內湖課","金龍","833136","台北市內湖區金龍路64號","02-27905126",121.5928118,25.0848966
"北一區","內湖課","金雲","962139","台北市內湖區星雲街136號","02-27945804",121.5949685,25.0798669
"北一區","內湖課","康雲","962128","台北市內湖區康寧路1段160號","02-27922754",121.5944567,25.0789863
"北一區","內湖課","康明","975434","台北市內湖區康寧路3段165巷23弄1號","02-26309123",121.6121792,25.0715028
"北一區","內湖課","瓏山林","915948","台北市內湖區康樂街125巷2號","02-26329723",121.6195717,25.0733952
"北一區","內湖課","富港","970314","台北市內湖區港墘路15號","02-26276254",121.5783414,25.0829714
"北一區","內湖課","紫陽","996785","台北市內湖區陽光街159號","02-87512875",121.5851213,25.0749404
"北一區","內湖課","匯陽","999083","台北市內湖區陽光街383號","02-87977391",121.5763666,25.072742
"北一區","內湖課","大潤發","976493","台北市內湖區舊宗路1段128號","02-27967031",121.5780389,25.0609683
"北一區","內湖課","佳樂","909150","台北市南港區南港路1段305號","02-26533511",121.6076496,25.0543965
"北一區","內湖課","港興","957447","台北市南港區興華路121號","02-26516380",121.6057342,25.0569559
"北一區","文山課","敦親","978271","台北市大安區辛亥路2段171巷8號","02-27366095",121.540986,25.0221231
"北一區","文山課","龍淵","959111","台北市大安區和平東路2段118巷33號","02-27336247",121.5428935,25.0235815
"北一區","文山課","龍門","125602","台北市大安區和平東路2段18號","02-23625327",121.5359206,25.0257503
"北一區","文山課","富陽","844996","台北市大安區和平東路3段310號","02-23770804",121.5565349,25.0204138
"北一區","文山課","黎元","930833","台北市大安區臥龍街188巷1號","02-23778253",121.5509135,25.0181016
"北一區","文山課","麟光","119102","台北市大安區臥龍街275號","02-27355357",121.5576364,25.0183177
"北一區","文山課","龍延","915568","台北市大安區師大路59巷13號","02-23648913",121.529356,25.0239172
"北一區","文山課","新泰順","961620","台北市大安區泰順街13號","02-23643011",121.531544,25.025102
"北一區","文山課","台科三","967374","台北市大安區基隆路4段43號(台灣科技大學第三餐聽)","02-27366134",121.5411187,25.0132497
"北一區","文山課","教育大學","970288","台北市大安區敦南街38號","02-27359529",121.5464718,25.0233488
"北一區","文山課","大台","961435","台北市大安區新生南路3段94巷3號","02-83695854",121.533062,25.0174859
"北一區","文山課","樂安","965079","台北市大安區樂業街71.73號","02-87325204",121.5508635,25.0219616
"北一區","文山課","統全","874872","台北市中正區汀州路3段249號","02-23658638",121.534345,25.0136689
"北一區","文山課","軍總","112662","台北市中正區汀州路三段129號","02-23653720",121.530801,25.016249
"北一區","文山課","博源","981554","台北市中正區思源街16號","(02)23684419",121.5301164,25.01417
"北一區","文山課","景捷","985718","台北市文山區木柵景福街252號","02-29316909",121.5402237,24.9933648
"北一區","文山課","試院","996143","台北市文山區木柵路1段139號","02-22360262",121.5501727,24.987584
"北一區","文山課","華興","801276","台北市文山區木柵路1段168，170號","02-22367947",121.5521054,24.9876152
"北一區","文山課","新安康","990053","台北市文山區木柵路2段90號","02-29361151",121.559947,24.9886519
"北一區","文山課","木新","875200","台北市文山區木新路2段255號","02-29385892",121.5666245,24.983049
"北一區","文山課","文新","962003","台北市文山區木新路3段276號","02-23623019",121.5581412,24.9812437
"北一區","文山課","文一","119386","台北市文山區木新路3段327號","02-29383654 ",121.556371,24.9804372
"北一區","文山課","文儀","968388","台北市文山區木新路3段54.56號","02-86618765",121.564068,24.9826035
"北一區","文山課","仙岩","962346","台北市文山區仙岩路18號","02-29335139",121.5485775,24.9985917
"北一區","文山課","文山","119711","台北市文山區永安街22巷23號","02-29368284",121.5689327,24.9867512
"北一區","文山課","文忠","993801","台北市文山區忠順街2段16號","02-29379722",121.5626539,24.9845843
"北一區","文山課","金恩","883544","台北市文山區指南路二段149號","02-86617034",121.5772323,24.9873928
"北一區","文山課","漢神","875015","台北市文山區景中街45號1樓","02-29338701",121.5440414,24.9927198
"北一區","文山課","景中","905815","台北市文山區景文街96.98號","02-86637537",121.540934,24.990277
"北一區","文山課","景高","979377","台北市文山區景華里景興路14號1F","02-89316863",121.544545,24.997875
"北一區","文山課","景華","977016","台北市文山區景華街130號","02-29314829",121.547032,24.995788
"北一區","文山課","景興","975847","台北市文山區景興路113.115號.","02-29341840",121.544858,24.995084
"北一區","文山課","動物園","112581","台北市文山區新光路二段30號","02-29364397",121.5810358,24.9983469
"北一區","文山課","新秀","930844","台北市文山區萬興里秀明路2段6號","02-86616462",121.574052,24.9915899
"北一區","文山課","北福興","960993","台北市文山區福興路20號","02-29350416",121.551392,25.002804
"北一區","文山課","興岩","119489","台北市文山區興隆路2段244巷20號","02-29335405",121.553168,25.000183
"北一區","文山課","興芳","975054","台北市文山區興隆路3段173-175號","02-22399843",121.560104,24.9964209
"北一區","文山課","萬福","117771","台北市文山區羅斯福路5段170巷33及35號","02-29307076",121.5654268,25.0329636
"北一區","文山課","羅斯福","961516","台北市文山區羅斯福路5段190-3號","02-29317358",121.5384998,25.0036606
"北一區","文山課","新萬盛","941785","台北市文山區羅斯福路5段59號","02-29339115",121.539189,25.006528
"北一區","文山課","新萬隆","982133","台北市文山區羅斯福路6段22號","02-29353483",121.539583,24.9999259
"北一區","文山課","滬江","117494","台北市文山區羅斯福路6段308.310號","02-29358120",121.5396205,24.9906018
"北一區","北投課","士東","955348","台北市士林區士東路48號","02-28359152",121.5277951,25.1118932
"北一區","北投課","天真","963615","台北市士林區中山北路7段126號","02-28726036",121.5320522,25.122462
"北一區","北投課","東洋","959214","台北市士林區中山北路7段14巷19號B1","02-28753409",121.532398,25.118896
"北一區","北投課","天麥","955566","台北市士林區天母西路5巷6號1F","02-28762395",121.5289484,25.1190487
"北一區","北投課","天樂","966717","台北市士林區天母東路109號","02-28721974",121.536879,25.1183343
"北一區","北投課","天越","976286","台北市士林區天母東路50巷25號","02-28724484",121.5333138,25.1168141
"北一區","北投課","天福","975098","台北市士林區天母東路8巷31弄2號","02-28738299",121.531816,25.1167647
"北一區","北投課","天鑫","125093","台北市士林區天玉街8號","02-28754546",121.5269152,25.1198237
"北一區","北投課","新豪美","962209","台北市士林區文林北路98.100號","02-28233553",121.517646,25.10564
"北一區","北投課","至誠","960948","台北市士林區至誠路2段31號","02-28359740",121.5292749,25.1017758
"北一區","北投課","芝玉","963501","台北市士林區忠義街121號","02-28350887",121.5327599,25.107733
"北一區","北投課","凱立","985394","台北市士林區忠義街68號","02-28329371",121.5313073,25.1058595
"北一區","北投課","誠義","945868","台北市士林區忠誠路1段126號","02-28353013",121.528777,25.1057074
"北一區","北投課","新忠誠","940276","台北市士林區忠誠路1段23號","02-28311156",121.526818,25.104097
"北一區","北投課","天成","980654","台北市士林區忠誠路2段168號1樓","02-28717553",121.533187,25.1155843
"北一區","北投課","雨聲","933108","台北市士林區雨聲街63號","02-28314716 ",121.5284946,25.1032273
"北一區","北投課","福芝","896160","台北市士林區福國路94號","02-28358739",121.5223089,25.1020461
"北一區","北投課","芝山","847087","台北市士林區福華路128巷2號","02-28350758",121.5228488,25.1028277
"北一區","北投課","福溢","901570","台北市士林區德行西路96號","02-28312758",121.521269,25.104145
"北一區","北投課","雙全","985626","台北市北投區大業路715-717號","02-28940338",121.500961,25.137221
"北一區","北投課","西安","937373","台北市北投區大興街48號","02-28925409",121.4995485,25.1301499
"北一區","北投課","薇閣","936255","台北市北投區中央北路1段108號","02-28944880",121.4995222,25.134871
"北一區","北投課","政戰","961594","台北市北投區中央北路2段15.17號","02-28914209",121.496048,25.136464
"北一區","北投課","一德","851721","台北市北投區中央北路4段513號","02-28930194",121.4685386,25.1281222
"北一區","北投課","大中","976987","台北市北投區中央南路1段114號","02-28963137",121.5010645,25.1305742
"北一區","北投課","和業","996637","台北市北投區中和街10號","02-28951924",121.5034432,25.1375747
"北一區","北投課","金和","891349","台北市北投區中和街318號","02-28935095",121.499825,25.140989
"北一區","北投課","公館","936244","台北市北投區公館路31號","02-28965936",121.505194,25.133571
"北一區","北投課","致遠","874573","台北市北投區石牌路1段126號","02-28208072",121.5123958,25.1140173
"北一區","北投課","百齡","125152","台北市北投區石牌路1段35號","02-28209915",121.5101588,25.1131362
"北一區","北投課","光中","935805","台北市北投區光明路122號","02-28971043",121.501821,25.133288
"北一區","北投課","立農","924964","台北市北投區承德路7段378號","02-28203682",121.5027524,25.1186353
"北一區","北投課","明德","948649","台北市北投區明德路114號","02-28220224",121.5202349,25.1099213
"北一區","北投課","德致","111267","台北市北投區明德路87.89號","02-28231984",121.5187404,25.108965
"北一區","北投課","明華","962519","台北市北投區明德路99號","02-28262195",121.5193917,25.1094475
"北一區","北投課","知心","912857","台北市北投區知行路201巷1號","02-28586837",121.46627,25.119251
"北一區","北投課","關渡","833332","台北市北投區知行路282號","02-28581719",121.4674825,25.1215397
"北一區","北投課","福致","911393","台北市北投區致遠一路2段55號","02-28213740",121.5135068,25.1121751
"北一區","北投課","安遠","125417","台北市北投區致遠二路149號","02-28261043",121.5129853,25.1174236
"北一區","北投課","鐏賢","972538","台北市北投區尊賢街247號","02-28272331 ",121.5067977,25.1174505
"北一區","北投課","泉北","971513","台北市北投區溫泉路70號","02-28930420",121.5049037,25.135148
"北一區","北投課","東華","844675","台北市北投區裕民一路40巷1號","02-28262900",121.5179224,25.1164691
"北一區","北投課","富邦","960753","台北市北投區實踐街22.24號","02-28214947",121.5081253,25.1149346
"北一區","松山課","頂東","956248","台北市大安區大安路1段43號","02-27521297",121.546283,25.0435307
"北一區","松山課","建綸","972664","台北市大安區仁愛路4段151巷27號","02-87717103",121.5519531,25.0396769
"北一區","松山課","靜安","929110","台北市大安區光復南路262號","02-27739618",121.5574596,25.0402235
"北一區","松山課","北科大","946883","台北市大安區忠孝東路3段1號","02-87733142",121.5356358,25.0424339
"北一區","松山課","清愿","916527","台北市松山區八德路2段439號","02-27729274",121.5471243,25.0483293
"北一區","松山課","新復勢","990673","台北市松山區八德路3段200.202號","02-25785648",121.5564712,25.0479294
"北一區","松山課","威京","975906","台北市松山區八德路4段151號","02-27564116",121.562569,25.04878
"北一區","松山課","松鑽","977326","台北市松山區八德路4段686號","02-27457876",121.5766978,25.0499149
"北一區","松山課","松饒","883223","台北市松山區八德路4段767.769號","02-27475146",121.5780716,25.0510707
"北一區","松山課","松民","985154","台北市松山區三民路10號","02-27480323",121.5639517,25.0524003
"北一區","松山課","民北","918419","台北市松山區民生東路3段127巷6號","02-25450784",121.5474059,25.0585142
"北一區","松山課","京復","991746","台北市松山區光復北路11巷44號","02-27425644",121.5595939,25.049613
"北一區","松山課","鑫壽","961158","台北市松山區延壽街323號","02-27694858",121.560554,25.056713
"北一區","松山課","延壽","937270","台北市松山區延壽街422號","02-27622884",121.5564331,25.0562242
"北一區","松山課","統威","978248","台北市松山區東興路13-1號","02-27481762",121.5654753,25.0501794
"北一區","松山課","東勢","928793","台北市松山區南京東路4段131號","02-27172789",121.5550115,25.0518337
"北一區","松山課","京育","991241","台北市松山區南京東路4段56-1號","02-25791284",121.5537561,25.0515233
"北一區","松山課","復安","943943","台北市松山區復興北路231巷6號","02-27155855",121.544852,25.056989
"北一區","松山課","敦化","118039","台北市松山區敦化北路222巷50號","02-27151339",121.5469947,25.060104
"北一區","松山課","松禾","990352","台北市松山區塔優路31號","02-37651361 ",121.5714837,25.0506409
"北一區","松山課","征東","960063","台北市松山區新東街15巷1號","02-27534174",121.565913,25.0585499
"北一區","信義課","松信","999935","台北市信義區永吉路180巷67弄5號","02-27641713",121.5718995,25.043568
"北一區","信義課","信吉","965714","台北市信義區永吉路278巷58弄2號","02-27569832",121.5740349,25.0434723
"北一區","信義課","永信","975250","台北市信義區永吉路30巷103號","02-27469874",121.5688373,25.0435395
"北一區","信義課","敦厚","833413","台北市信義區永吉路30巷178弄1號","02-27466744",121.5686024,25.0417104
"北一區","信義課","仁和","950192","台北市信義區光復南路419巷41號","02-87891891",121.558424,25.0365699
"北一區","信義課"," 吳興 ","#N/A","台北市信義區吳興街284巷18弄2號","02-27388391",121.5634423,25.0245326
"北一區","信義課","信醫","970901","台北市信義區吳興街346.348號","02-27229305",121.5663366,25.0258373
"北一區","信義課","惠安","961000","台北市信義區吳興街520號","02-27582394",121.5689399,25.0222212
"北一區","信義課","新工農","128036","台北市信義區忠孝東路5段236巷6-3,8號1樓","02-23456634 ",121.571738,25.040158
"北一區","信義課","捷忠","119560","台北市信義區忠孝東路5段617號","02-87856027",121.579105,25.04161
"北一區","信義課","開源","915650","台北市信義區松山路136.138號","02-27627486",121.577578,25.04727
"北一區","信義課","北府","119559","台北市信義區松仁路160號","02-27297183",121.568193,25.0284569
"北一區","信義課","松隆","961147","台北市信義區松隆路286號","02-27649921",121.575975,25.0482769
"北一區","信義課","信運","119054","台北市信義區松勤街100號","02-27206815 ",121.5666778,25.0318657
"北一區","信義課","德鄰","125211","台北市信義區松德路129,131號","02-27274484",121.575208,25.037356
"北一區","信義課","信林","976002","台北市信義區虎林街222巷8號","02-27594375",121.576973,25.03723
"北一區","信義課","鑫吉","971177","台北市信義區虎林街85號","02-87874152",121.577308,25.0447069
"北一區","信義課","昌隆","883382","台北市信義區基隆路2段131-4號","02-87323266",121.5567227,25.0280154
"北一區","信義課","中興","989101","台北市信義區基隆路2段22號","02-27586997",121.5587684,25.0320928
"北一區","信義課","留公","854580","台北市信義區福德街249號","02-27591442",121.5859694,25.0388052
"北一區","信義課","玉德","928807","台北市南港區玉成街154號","02-27890431",121.5837982,25.0450358
"北一區","信義課","新福玉","119168","台北市南港區成福路145.147號","02-27853061",121.5878188,25.0416155
"北一區","信義課","聯成","953652","台北市南港區昆陽街150-1,150-3號","02-27893542",121.5941932,25.0491107
"北一區","信義課","聯坊","976633","台北市南港區東新街118巷1號","02-27893915",121.5883158,25.0464796
"北一區","信義課","林坊","978628","台北市南港區東新街80巷1號","02-27893961",121.5870695,25.0463022
"北一區","信義課","研究","906014","台北市南港區研究院路2段14號","02-26511171",121.615547,25.0476045
"北一區","信義課","華技","911577","台北市南港區研究院路3段70號","02-27886731",121.6142892,25.0346918
